t,Observations,Fit,Trend,Seasonal,Random
165,11152,11483.26937,12230.45833,0.938907525,0.971151999
166,12399,12344.27067,12286.5,1.004701963,1.004433581
167,13660,13975.71574,12355.04167,1.13117512,0.977409691
168,20293,19723.37172,12412.83333,1.588950016,1.028880877
169,9495,9316.76412,12476.08333,0.746769949,1.019130664
170,9827,9793.594385,12543.20833,0.780788625,1.003410966
171,12153,12128.06148,12629.5,0.96029625,1.002056266
172,12499,12213.65587,12706.54167,0.961210075,1.023362712
173,12205,12549.56448,12759.91667,0.983514611,0.972543711
174,12179,11998.25291,12834.91667,0.934813464,1.015064451
175,12105,12070.90029,12915.25,0.93462382,1.002824952
176,12943,13427.69243,12983.04167,1.034248582,0.96390352
177,12440,12274.80753,13073.5,0.938907525,1.013457846
178,12960,13203.62575,13141.83333,1.004701963,0.981548572
179,14380,14934.29239,13202.45833,1.13117512,0.962884589
180,21373,21099.40244,13278.83333,1.588950016,1.012967076
181,10343,9949.309383,13323.125,0.746769949,1.039569643
182,10606,10442.85266,13374.75,0.780788625,1.015622871
183,13545,12881.37388,13413.95833,0.96029625,1.051518272
184,12747,12909.81227,13430.79167,0.961210075,0.987388487
185,13412,13259.17027,13481.41667,0.983514611,1.011526342
186,12805,12621.18923,13501.29167,0.934813464,1.014563665
187,12542,12607.10176,13488.95833,0.93462382,0.994836104
188,13745,13980.28283,13517.33333,1.034248582,0.983170381
189,12579,12701.81485,13528.29167,0.938907525,0.990330921
190,13225,13578.50517,13514.95833,1.004701963,0.973965826
191,15330,15302.30137,13527.79167,1.13117512,1.001810096
192,20900,21507.43156,13535.625,1.588950016,0.971757132
193,10520,10110.92285,13539.54167,0.746769949,1.040458933
194,11110,10581.7029,13552.58333,0.780788625,1.049925527
195,13304,12989.0471,13526.08333,0.96029625,1.024247576
196,12668,12950.904,13473.54167,0.961210075,0.978155656
197,13799,13180.16126,13401.08333,0.983514611,1.046952289
198,12606,12398.78153,13263.375,0.934813464,1.01671281
199,12835,12301.36294,13161.83333,0.93462382,1.04338032
200,13765,13578.69273,13129.04167,1.034248582,1.01372056
201,11923,12248.67461,13045.66667,0.938907525,0.973411441
202,12620,13028.68202,12967.70833,1.004701963,0.968632129
203,14196,14603.94213,12910.41667,1.13117512,0.972066301
204,18729,20382.45495,12827.625,1.588950016,0.918878518
205,10254,9526.544245,12757,0.746769949,1.076360928
206,10589,9914.71422,12698.33333,0.780788625,1.068008595
207,11824,12161.59183,12664.41667,0.96029625,0.972241148
208,12277,12188.58431,12680.45833,0.961210075,1.007253975
209,12815,12479.612,12688.79167,0.983514611,1.026874874
210,11603,11855.38225,12682.08333,0.934813464,0.978711589
211,12143,11848.03145,12676.79167,0.93462382,1.024895997
212,13049,13102.8091,12668.91667,1.034248582,0.995893316
213,11825,11949.5152,12727.04167,0.938907525,0.989579896
214,13103,12870.31588,12810.08333,1.004701963,1.018079131
215,13913,14537.76838,12851.91667,1.13117512,0.957024465
216,18851,20483.81672,12891.41667,1.588950016,0.920287477
217,10005,9663.949916,12941,0.746769949,1.035290961
218,10649,10128.61777,12972.29167,0.780788625,1.051377418
219,13159,12483.6912,12999.83333,0.96029625,1.054095283
220,12935,12519.20053,13024.41667,0.961210075,1.033212941
221,13161,12863.26466,13078.875,0.983514611,1.023146173
222,12205,12320.413,13179.54167,0.934813464,0.990632376
223,12731,12372.00493,13237.41667,0.93462382,1.029016726
224,13212,13727.40905,13272.83333,1.034248582,0.962454018
225,12323,12507.18715,13321,0.938907525,0.985273496
226,13195,13439.39581,13376.5,1.004701963,0.98181497
227,15128,15190.64495,13429.08333,1.13117512,0.995876083
228,20052,NA,NA,1.588950016,NA
229,10193,NA,NA,NA,NA
230,11311,NA,NA,NA,NA
231,13653,NA,NA,NA,NA
232,13773,NA,NA,NA,NA
233,13585,NA,NA,NA,NA
